decision_id,assignment_rank,is_primary,parse_status,isic_code,isic_level,description,section,section_description,division,division_description,group,group_description,reference_version,source_token
Italy_293,1,1,MATCHED,6201,CLASS,Computer programming activities,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,6201
Italy_294,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_292,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_297,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Italy_298,1,1,MATCHED,O,SECTION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,,,,,3de77d05ace5,O
Italy_299,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_295,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_300,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_296,1,1,MATCHED,35,DIVISION,"Electricity, gas, steam and air conditioning supply",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",,,3de77d05ace5,35
Italy_301,1,1,MATCHED,6110,CLASS,Wired telecommunications activities,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,3de77d05ace5,6110
Italy_302,1,1,MATCHED,O,SECTION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,,,,,3de77d05ace5,O
Italy_304,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_303,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_307,1,1,MATCHED,49,DIVISION,Land transport and transport via pipelines,H,Transportation and storage,49,Land transport and transport via pipelines,,,3de77d05ace5,49
Italy_310,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_306,1,1,MATCHED,62,DIVISION,"Computer programming, consultancy and related activities",J,Information and communication,62,"Computer programming, consultancy and related activities",,,3de77d05ace5,62
Italy_309,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Italy_308,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_305,1,1,MATCHED,6399,CLASS,Other information service activities n.e.c.,J,Information and communication,63,Information service activities,639,Other information service activities,3de77d05ace5,6399
Italy_312,1,1,MATCHED,5813,CLASS,"Publishing of newspapers, journals and periodicals",J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",3de77d05ace5,5813
Italy_314,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_316,1,1,MATCHED,620,GROUP,"Computer programming, consultancy and related activities",J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,620
Italy_315,1,1,MATCHED,6512,CLASS,Non-life insurance,K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",651,Insurance,3de77d05ace5,6512
Ireland_2,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_5,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Ireland_1,1,1,MATCHED,51,DIVISION,Air transport,H,Transportation and storage,51,Air transport,,,3de77d05ace5,51
Ireland_4,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_6,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_7,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Ireland_13,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_11,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_10,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_12,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_16,1,1,MATCHED,O,SECTION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,,,,,3de77d05ace5,O
Ireland_18,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Ireland_14,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Ireland_15,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_17,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_19,1,1,MATCHED,47,DIVISION,"Retail trade, except of motor vehicles and motorcycles",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",,,3de77d05ace5,47
Ireland_20,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Ireland_22,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Ireland_24,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_23,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_26,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Ireland_21,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_25,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_28,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Ireland_27,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_29,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_31,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_33,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Ireland_36,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Ireland_34,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_32,1,1,MATCHED,5813,CLASS,"Publishing of newspapers, journals and periodicals",J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",3de77d05ace5,5813
Ireland_35,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_37,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_38,1,1,MATCHED,6311,CLASS,"Data processing, hosting and related activities",J,Information and communication,63,Information service activities,631,"Data processing, hosting and related activities; web portals",3de77d05ace5,6311
Ireland_41,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Ireland_39,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Ireland_43,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Ireland_40,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Ireland_44,1,1,MATCHED,6201,CLASS,Computer programming activities,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,6201
Ireland_42,1,1,MATCHED,63,DIVISION,Information service activities,J,Information and communication,63,Information service activities,,,3de77d05ace5,63
Ireland_46,,0,UNRECOGNIZED,"What is the defendant's primary economic sector, identified by its ISIC Rev. 4 code?: 6190 - Other telecommunications activities",UNKNOWN,,,,,,,,3de77d05ace5,"What is the defendant's primary economic sector, identified by its ISIC Rev. 4 code?: 6190 - Other telecommunications activities"
Iceland_1,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_2,1,1,MATCHED,8422,CLASS,Defence activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,3de77d05ace5,8422
Iceland_3,1,1,MATCHED,8510,CLASS,Pre-primary and primary education,P,Education,85,Education,851,Pre-primary and primary education,3de77d05ace5,8510
Iceland_5,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Iceland_4,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Iceland_7,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_6,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Iceland_9,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_8,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_10,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_13,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Iceland_12,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Iceland_14,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_16,1,1,MATCHED,6910,CLASS,Legal activities,M,"Professional, scientific and technical activities",69,Legal and accounting activities,691,Legal activities,3de77d05ace5,6910
Iceland_11,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_15,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_21,1,1,MATCHED,8423,CLASS,Public order and safety activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,3de77d05ace5,8423
Iceland_20,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Iceland_19,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_23,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_26,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Iceland_24,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_29,1,1,MATCHED,O,SECTION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,,,,,3de77d05ace5,O
Iceland_28,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_25,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_31,1,1,MATCHED,3510,CLASS,"Electric power generation, transmission and distribution",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3de77d05ace5,3510
Iceland_32,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_30,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_34,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Iceland_33,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Iceland_36,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Iceland_35,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_37,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_38,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_44,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_39,,0,UNRECOGNIZED,STRING UNKNOWN,UNKNOWN,,,,,,,,3de77d05ace5,STRING UNKNOWN
Iceland_43,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_40,1,1,MATCHED,5510,CLASS,Short term accommodation activities,I,Accommodation and food service activities,55,Accommodation,551,Short term accommodation activities,3de77d05ace5,5510
Iceland_41,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Iceland_42,1,1,MATCHED,6201,CLASS,Computer programming activities,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,6201
Iceland_46,1,1,MATCHED,O,SECTION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,,,,,3de77d05ace5,O
Iceland_45,1,1,MATCHED,9329,CLASS,Other amusement and recreation activities n.e.c.,R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,932,Other amusement and recreation activities,3de77d05ace5,9329
Iceland_48,1,1,MATCHED,O,SECTION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,,,,,3de77d05ace5,O
Iceland_50,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Iceland_47,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_51,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_49,1,1,MATCHED,P,SECTION,Education,P,Education,,,,,3de77d05ace5,P
Iceland_52,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_53,1,1,MATCHED,72,DIVISION,Scientific research and development,M,"Professional, scientific and technical activities",72,Scientific research and development,,,3de77d05ace5,72
Iceland_57,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_58,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_54,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_59,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_55,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_56,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_60,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_62,1,1,MATCHED,5310,CLASS,Postal activities,H,Transportation and storage,53,Postal and courier activities,531,Postal activities,3de77d05ace5,5310
Iceland_63,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Iceland_61,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_64,,0,UNRECOGNIZED,STRING NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,STRING NOT_MENTIONED
Iceland_67,1,1,MATCHED,91,DIVISION,"Libraries, archives, museums and other cultural activities",R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",,,3de77d05ace5,91
Iceland_68,1,1,MATCHED,85,DIVISION,Education,P,Education,85,Education,,,3de77d05ace5,85
Iceland_65,1,1,MATCHED,5110,CLASS,Passenger air transport,H,Transportation and storage,51,Air transport,511,Passenger air transport,3de77d05ace5,5110
Iceland_66,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_69,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_71,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_70,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Iceland_74,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_76,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_75,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_73,1,1,MATCHED,6311,CLASS,"Data processing, hosting and related activities",J,Information and communication,63,Information service activities,631,"Data processing, hosting and related activities; web portals",3de77d05ace5,6311
Iceland_77,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_72,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_78,1,1,MATCHED,6910,CLASS,Legal activities,M,"Professional, scientific and technical activities",69,Legal and accounting activities,691,Legal activities,3de77d05ace5,6910
Iceland_79,,0,UNRECOGNIZED,STRING NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,STRING NOT_MENTIONED
Iceland_80,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_85,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_83,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Iceland_84,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_81,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_86,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_82,1,1,MATCHED,6420,CLASS,Activities of holding companies,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,3de77d05ace5,6420
Iceland_87,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Iceland_88,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_93,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_91,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Iceland_89,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_92,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_90,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_94,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Iceland_96,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Iceland_97,1,1,MATCHED,6420,CLASS,Activities of holding companies,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,3de77d05ace5,6420
Iceland_95,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Iceland_98,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Iceland_101,1,1,MATCHED,5310,CLASS,Postal activities,H,Transportation and storage,53,Postal and courier activities,531,Postal activities,3de77d05ace5,5310
Iceland_100,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_1,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Iceland_104,1,1,MATCHED,O,SECTION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,,,,,3de77d05ace5,O
Iceland_102,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_3,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Iceland_103,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_2,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_4,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_7,,0,UNRECOGNIZED,Not explicitly stated in provided text,UNKNOWN,,,,,,,,3de77d05ace5,Not explicitly stated in provided text
Hungary_6,1,1,MATCHED,7990,CLASS,Other reservation service and related activities,N,Administrative and support service activities,79,"Travel agency, tour operator, reservation service and related activities",799,Other reservation service and related activities,3de77d05ace5,7990
Hungary_5,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_8,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Hungary_10,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_9,1,1,MATCHED,5813,CLASS,"Publishing of newspapers, journals and periodicals",J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",3de77d05ace5,5813
Hungary_11,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Hungary_12,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_13,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Hungary_14,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_15,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Hungary_17,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Hungary_16,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Hungary_18,1,1,MATCHED,6110,CLASS,Wired telecommunications activities,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,3de77d05ace5,6110
Hungary_20,1,1,MATCHED,8810,CLASS,Social work activities without accommodation for the elderly and disabled,Q,Human health and social work activities,88,Social work activities without accommodation,881,Social work activities without accommodation for the elderly and disabled,3de77d05ace5,8810
Hungary_19,1,1,MATCHED,5320,CLASS,Courier activities,H,Transportation and storage,53,Postal and courier activities,532,Courier activities,3de77d05ace5,5320
Hungary_21,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Hungary_22,1,1,MATCHED,94,DIVISION,Activities of membership organizations,S,Other service activities,94,Activities of membership organizations,,,3de77d05ace5,94
Hungary_23,1,1,MATCHED,6110,CLASS,Wired telecommunications activities,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,3de77d05ace5,6110
Hungary_24,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_26,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Hungary_25,1,1,MATCHED,O,SECTION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,,,,,3de77d05ace5,O
Hungary_28,1,1,MATCHED,5510,CLASS,Short term accommodation activities,I,Accommodation and food service activities,55,Accommodation,551,Short term accommodation activities,3de77d05ace5,5510
Hungary_31,,0,UNRECOGNIZED,[ISIC code not mentioned],UNKNOWN,,,,,,,,3de77d05ace5,[ISIC code not mentioned]
Hungary_30,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Hungary_27,1,1,MATCHED,4520,CLASS,Maintenance and repair of motor vehicles,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,452,Maintenance and repair of motor vehicles,3de77d05ace5,4520
Hungary_29,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Hungary_32,1,1,MATCHED,9411,CLASS,Activities of business and employers membership organizations,S,Other service activities,94,Activities of membership organizations,941,"Activities of business, employers and professional membership organizations",3de77d05ace5,9411
Hungary_33,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Hungary_34,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
