decision_id,fine_imposed,fine_amount_log,fine_category,severe_measures,remedy_only,article5_violation,rights_violation,enforcement_outcome,fine_amount_log_missing
Malta_10,0,,-1,0,0,0,1,0,1
Romania_17,1,11.156264806643742,2,1,0,1,0,2,0
Norway_70,0,0.0,0,1,1,1,1,1,0
Greece_80,1,10.308985993422082,2,1,1,1,1,2,0
Hungary_56,1,12.206077645517674,3,1,0,1,1,2,0
Spain_143,1,5.707110264748875,1,1,0,1,1,2,0
Spain_159,1,10.645448706505872,2,1,0,1,0,2,0
Spain_165,1,12.206077645517674,3,1,0,1,1,2,0
Hungary_17,1,4.875197323201151,1,1,1,1,1,2,0
Italy_312,0,0.0,0,0,0,0,1,0,0
Greece_13,1,8.517393171418904,1,1,0,1,1,2,0
Germany_19,0,0.0,0,0,1,0,1,0,0
Italy_97,1,8.517393171418904,1,1,0,1,1,2,0
Greece_101,0,0.0,0,0,0,0,1,0,0
Poland_45,1,9.798182590890704,2,1,0,1,0,2,0
Italy_93,0,0.0,0,0,0,0,1,0,0
Spain_540,0,0.0,0,1,1,1,1,1,0
Romania_123,1,1.3862943611198906,1,1,0,1,1,2,0
France_41,1,16.811242881518265,4,0,0,0,0,1,0
Poland_37,1,8.657129031713755,1,1,0,1,1,2,0
Poland_21,1,11.794576386540097,3,1,0,1,1,2,0
Poland_60,1,9.350189267092581,2,1,0,1,1,2,0
Norway_28,0,0.0,0,1,1,1,1,1,0
Poland_62,1,10.760474040511141,2,1,0,1,1,2,0
Spain_31,0,0.0,0,0,0,0,1,0,0
Italy_111,1,9.210440366976517,1,1,0,0,1,2,0
Greece_111,1,8.006700845440367,1,1,0,1,1,2,0
Spain_392,1,10.491301994830229,2,1,0,1,1,2,0
Italy_193,0,0.0,0,1,1,1,1,1,0
Portugal_13,0,0.0,0,1,1,0,1,1,0
Spain_430,0,0.0,0,1,1,1,1,1,0
Sweden_27,0,0.0,0,0,0,0,1,0,0
Spain_45,1,8.006700845440367,1,1,0,0,1,2,0
Italy_138,1,8.517393171418904,1,1,0,1,1,2,0
Spain_206,1,8.517393171418904,1,1,0,1,1,2,0
Greece_75,1,7.601402334583733,1,0,0,0,0,1,0
Italy_313,1,9.952325334619427,2,0,0,0,0,1,0
Spain_346,1,6.398594934535208,1,1,0,0,1,2,0
Greece_18,1,9.210440366976517,1,1,1,1,1,2,0
Romania_74,1,8.006700845440367,1,1,0,1,1,2,0
France_28,1,13.122365377402328,3,0,0,0,1,1,0
Italy_159,1,9.90353755128617,2,1,0,1,1,2,0
Spain_309,0,0.0,0,1,1,1,1,1,0
Spain_441,1,11.156264806643742,2,1,0,1,1,2,0
Spain_335,1,7.496097345175956,1,1,0,1,1,2,0
Spain_394,0,0.0,0,1,1,1,1,1,0
Iceland_57,0,0.0,0,1,1,1,1,1,0
Italy_309,1,8.006700845440367,1,1,0,0,1,2,0
